UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID,Label
10.42.0.211-119.146.74.33-54532-443-6,/05/1984,/05/1984,Diffing the dates,Heavy Rain,North-East states,,,,,,,,,,,,,EM-DAT,1984-0040,0
10.42.0.42-64.71.142.96-60127-443-6,25-06-84,25-06-84,0,Heavy Rain,"West Bengal, Uttar Pradesh, Assam, Bihar",,,,,,,,,,,,,EM-DAT,1984-0318,0
10.42.0.42-104.193.88.109-53640-80-6,16-08-84,16-08-84,0,Heavy Rain,Ladakh area,,,,,,,,,,,,,EM-DAT,1984-0322,0
172.217.6.206-10.42.0.151-443-53132-6,/08/1984,/08/1984,Diffing the dates,Heavy Rain,"W Bengal, Uttar Pradesh & Orissa",,,,,,,,,,,,,EM-DAT,1984-0323,0
172.217.10.14-10.42.0.211-443-41540-6,/09/1984,/09/1984,Diffing the dates,Heavy Rain,North-East region,,,,,,,,,,,,,EM-DAT,1984-0325,0
10.42.0.211-125.88.193.226-41791-80-6,/06/1985,/06/1985,Diffing the dates,Cyclone and Flood,Punjab (Western),,,,,,,,,,,,,EM-DAT,1985-0067,1
10.42.0.211-10.42.0.1-5596-53-17,/06/1985,/06/1985,Diffing the dates,Heavy Rain,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",,,,,,,,,,,,,EM-DAT,1985-0068,0
10.42.0.151-10.42.0.1-42536-53-17,12-11-85,12-11-85,0,Cyclone and Flood,Tamil Nadu,,,,,,,,,,,,,EM-DAT,1985-0131,1
198.11.189.2-10.42.0.151-443-42703-6,/09/1985,/09/1985,Diffing the dates,Cyclone and Flood,"Uttar Pradesh, Bihar",,,,,,,,,,,,,EM-DAT,1985-0317,1
10.42.0.211-10.42.0.1-46100-53-17,23-06-85,23-06-85,0,Cyclone and Flood,"Kerala, Assam, Bombay, Karnataka, Goa states",,,,,,,,,,,,,EM-DAT,1985-0343,1
205.204.101.47-10.42.0.42-80-43228-6,/08/1986,/08/1986,Diffing the dates,Heavy Rain,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1986-0085,0
10.42.0.151-23.101.158.111-39033-443-6,10-10-86,10-10-86,0,Cyclone and Flood,,,,,,,,,,,,,,EM-DAT,1986-0239,1
10.42.0.211-69.147.82.60-58935-443-6,//1986,//1986,Diffing the dates,Heavy Rain,,,,,,,,,,,,,,EM-DAT,1986-0385,0
10.42.0.151-10.42.0.1-63176-53-17,/08/1987,/08/1987,Diffing the dates,Cyclone and Flood,"Assam, Bihar, West Bengal",,,,,,,,,,,,,EM-DAT,1987-0137,1
172.217.10.46-10.42.0.151-443-59228-6,/05/1987,/05/1987,Diffing the dates,Heavy Rain, Cachemire,,,,,,,,,,,,,EM-DAT,1987-0386,0
172.217.10.78-10.42.0.151-443-52103-17,09-07-87,09-07-87,0,Cyclone and Flood, Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1987-0394,1
209.10.120.26-10.42.0.211-80-33584-6,18-09-87,18-09-87,0,Heavy Rain,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1987-0410,0
10.42.0.211-104.244.43.195-35080-443-6,/06/1988,/06/1988,Diffing the dates,Heavy Rain,"Bihar, West Bengal, Assam",,,,,,,,,,,,,EM-DAT,1988-0244,0
10.42.0.42-37.1.203.158-47629-443-6,22-09-88,09-10-88,17,Cyclone and Flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",,,,,,,,,,,,,EM-DAT,1988-0438,1
183.79.250.123-10.42.0.211-443-35964-6,/08/1988,/08/1988,Diffing the dates,Heavy Rain,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",,,,,,,,,,,,,EM-DAT,1988-0703,0
10.42.0.211-104.84.148.238-47572-443-6,28-07-89,28-07-89,0,Cyclone and Flood,"Maharashtra, Andhra Pradesh, Gujarat",,,,,,,,,,,,,EM-DAT,1989-0091,1
172.217.12.142-10.42.0.151-443-48243-6,/08/1989,/08/1989,Diffing the dates,Cyclone and Flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",,,,,,,,,,,,,EM-DAT,1989-0260,1
202.77.129.146-10.42.0.151-80-43139-6,21-03-90,22-03-90,1,Heavy Rain,"Jammu, Kargil district (Kashmir)",,,,,,,,,,,,,EM-DAT,1990-0103,0
10.42.0.151-98.139.199.205-55011-443-6,24-10-90,28-10-90,4,Heavy Rain,Tami Nadu state,,,,,,,,,,,,,EM-DAT,1990-0414,0
209.10.120.26-10.42.0.211-80-34514-6,/08/1990,/08/1990,Diffing the dates,Cyclone and Flood,,,,,,,,,,,,,,EM-DAT,1990-0589,1
10.42.0.211-10.42.0.1-39629-53-17,13-06-90,18-06-90,5,Heavy Rain,Bombay (Assam state),,,,,,,,,,,,,EM-DAT,1990-0714,0
180.149.136.194-10.42.0.151-80-54192-6,13-07-91,19-07-91,6,Cyclone and Flood,"Assam, Meghalaya states",,,,,,,,,,,,,EM-DAT,1991-0189,1
172.217.10.238-10.42.0.42-443-49274-17,10-06-91,12-06-91,2,Heavy Rain,"Bombay, Kerala, Gujarat",,,,,,,,,,,,,EM-DAT,1991-0278,0
180.149.153.234-10.42.0.42-80-60967-6,07-05-91,08-05-91,1,Cyclone and Flood,"Assam, Tripura, Arunachal, Mizorem",,,,,,,,,,,,,EM-DAT,1991-0338,1
10.42.0.211-10.42.0.1-42649-53-17,30-10-91,30-10-91,0,Heavy Rain, Near Thondebhavi (Karnataka),,,,,,,,,,,,,EM-DAT,1991-0431,0
157.240.18.15-10.42.0.211-443-34815-6,01-06-91,09-07-91,38,Cyclone and Flood,Kerala state,,,,,,,,,,,,,EM-DAT,1991-0509,1
10.42.0.211-121.12.98.64-40875-80-6,30-07-91,30-07-91,0,Cyclone and Flood,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1991-0527,1
10.42.0.211-110.53.246.32-40296-80-6,15-08-91,29-08-91,14,Cyclone and Flood,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",,,,,,,,,,,,,EM-DAT,1991-0532,1
10.42.0.151-104.254.66.16-40391-80-6,14-09-91,15-09-91,1,Cyclone and Flood,West Bengal state,,,,,,,,,,,,,EM-DAT,1991-0766,1
180.149.153.68-10.42.0.211-80-54887-6,08-09-92,31/09/1992,Diffing the dates,Cyclone and Flood,"Uttar Pradesh, Jammu, Madhya Pradesh",,,,,,,,,,,,,EM-DAT,1992-0083,1
10.42.0.151-31.13.80.8-41851-443-6,08-10-92,08-10-92,0,Heavy Rain,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",,,,,,,,,,,,,EM-DAT,1992-0147,0
10.42.0.211-119.146.74.33-57163-443-6,26-07-92,31-07-92,5,Heavy Rain,Orissa state,,,,,,,,,,,,,EM-DAT,1992-0333,0
10.42.0.151-10.42.0.1-42797-53-17,10-11-92,10-11-92,0,Cyclone and Flood,"Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",,,,,,,,,,,,,EM-DAT,1992-0483,1
172.233.128.50-10.42.0.211-80-41250-6,/09/1992,/09/1992,Diffing the dates,Cyclone and Flood,"Banda, Allahbad, Kanpur (Uttar Pradesh)",,,,,,,,,,,,,EM-DAT,1992-0546,1
8.8.8.8-10.42.0.42-53-6831-17,08-07-93,31-07-93,23,Cyclone and Flood,"Punjab, Haryana, Himachal Pradesh,  Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam  states",,,,,,,,,,,,,EM-DAT,1993-0042,1
172.217.10.33-10.42.0.211-443-58392-6,11-10-93,21-10-93,10,Heavy Rain,Karnataka state,,,,,,,,,,,,,EM-DAT,1993-0218,0
10.42.0.211-77.234.44.40-38069-80-6,09-09-93,17-09-93,8,Heavy Rain,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1993-0325,0
8.43.72.77-10.42.0.151-443-49534-6,/05/1993,/05/1993,Diffing the dates,Heavy Rain,"Tripura, Karamganj (Assam)",,,,,,,,,,,,,EM-DAT,1993-0326,0
10.42.0.211-10.42.0.1-56444-53-17,/07/1993,/07/1993,Diffing the dates,Heavy Rain,Himachal Pradesh,,,,,,,,,,,,,EM-DAT,1993-0570,0
172.217.3.99-10.42.0.151-443-41801-6,/05/1994,/10/1994,Diffing the dates,Heavy Rain,"Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",,,,,,,,,,,,,EM-DAT,1994-0068,0
172.217.7.227-10.42.0.151-443-44729-17,17-08-94,17-08-94,0,Cyclone and Flood,New Delhi,,,,,,,,,,,,,EM-DAT,1994-0763,1
10.42.0.211-23.206.166.66-58888-80-6,01-09-95,20-09-95,19,Heavy Rain,"Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",,,,,,,,,,,,,EM-DAT,1995-0228,0
203.205.158.34-10.42.0.211-80-44806-6,05-09-95,08-09-95,3,Cyclone and Flood,Sikkim state,,,,,,,,,,,,,EM-DAT,1995-0485,1
10.42.0.211-104.88.89.135-33500-443-6,23-10-95,23-10-95,0,Cyclone and Flood,Andhra Pradesh,,,,,,,,,,,,,EM-DAT,1995-0491,1
172.217.12.205-10.42.0.151-443-44810-6,23-08-96,23-08-96,0,Cyclone and Flood,Jammu & Kashmir state,,,,,,,,,,,,,EM-DAT,1996-0181,1
172.217.10.98-10.42.0.211-443-48350-6,11-07-96,11-07-96,0,Heavy Rain,Uttar Pradesh,,,,,,,,,,,,,EM-DAT,1996-0183,0
172.217.3.110-10.42.0.42-443-43770-17,21-10-96,25-10-96,4,Cyclone and Flood,"Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",,,,,,,,,,,,,EM-DAT,1996-0245,1
172.217.12.170-10.42.0.42-443-52675-6,10-07-96,24-07-96,14,Heavy Rain,"West Bengal, Arunachal Pradesh, Assam",,,,,,,,,,,,,EM-DAT,1996-0496,0
10.42.0.211-66.231.239.124-42126-80-6,25-08-96,01-09-96,7,Cyclone and Flood,"Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",,,,,,,,,,,,,EM-DAT,1996-0501,1
10.42.0.151-72.21.91.70-37383-443-6,17-07-96,10-08-96,24,Heavy Rain,"Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",,,,,,,,,,,,,EM-DAT,1996-0503,0
10.42.0.211-10.42.0.1-8251-53-17,08-08-97,14-08-97,6,Cyclone and Flood,"Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",,,,,,,,,,,,,EM-DAT,1997-0170,1
174.35.73.149-10.42.0.211-443-47295-6,22-08-97,22-08-97,0,Heavy Rain,Coastal districts of West Bengal  (no better info),,,,,,,,,,,,,EM-DAT,1997-0182,0
180.149.136.194-10.42.0.211-443-41881-6,/09/1997,/09/1997,Diffing the dates,Heavy Rain,"Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Karnataka, Kerala, Maharashtra, Madyha Pradesh, Orissa, Punjab, Rajasthan, Sikkim, Uttar Pradesh, West Bengal states",,,,,,,,,,,,,EM-DAT,1997-0260,0
172.217.9.227-10.42.0.211-443-49549-6,22-06-97,28-06-97,6,Cyclone and Flood,"Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",,,,,,,,,,,,,EM-DAT,1997-0337,1
10.42.0.151-10.42.0.1-48795-53-17,/08/1997,/08/1997,Diffing the dates,Heavy Rain,West,,,,,,,,,,,,,EM-DAT,1997-0348,0
216.58.219.238-10.42.0.151-443-48260-6,19-09-97,24-09-97,5,Cyclone and Flood,Guntoor (Guntur) and Prakasham districts (Andhra Pradesh),,,,,,,,,,,,,EM-DAT,1997-0357,1
172.217.12.206-10.42.0.211-443-49945-6,/08/1998,/08/1998,Diffing the dates,Cyclone and Flood,"Assam, Arunachal, Bihar, Kerala, Meghalaya, Punjab, Sikkim, Uttar Pradesh, West Bengal states",,,,,,,,,,,,,EM-DAT,1998-0392,1
10.42.0.151-104.192.110.245-43127-80-6,16-09-98,18-09-98,2,Heavy Rain,"Gujarat, Maharashtra states",,,,,,,,,,,,,EM-DAT,1998-0449,0
172.217.3.98-10.42.0.211-443-53869-6,20-09-98,20-09-98,0,Heavy Rain,"Andhra Pradesh, Hyderabad",,,,,,,,,,,,,EM-DAT,1998-0450,0
172.217.12.136-10.42.0.211-443-48195-6,11-07-99,03-08-99,23,Cyclone and Flood,"Assam, Bihar, Gujarat, Karnataka, Kerala, Tripura, West Bengal, Arunachal Pradesh, Punjab",,,,,,,,,,,,,EM-DAT,1999-0213,1
10.42.0.211-23.194.140.226-60595-80-6,/09/1999,/09/1999,Diffing the dates,Heavy Rain,"Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",,,,,,,,,,,,,EM-DAT,1999-0371,0
183.79.250.123-10.42.0.211-443-60662-6,10-06-00,10-06-00,0,Cyclone and Flood,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province),

",,,,,,,,,,,,,EM-DAT,2000-0332,1
10.42.0.211-52.84.143.94-47232-443-6,/07/2000,/07/2000,Diffing the dates,Heavy Rain,"East Siang, 70041, West Siang, 70054, Upper Siang (70051), 70045, 70050, Lower Dibang Valley districts (Arunachal Pradesh province)",,,,,,,,,,,,,EM-DAT,2000-0444,0
10.42.0.211-123.125.115.164-42498-443-6,02-08-00,30-08-00,28,Cyclone and Flood,"Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",,,,,,,,,,,,,EM-DAT,2000-0445,1
172.217.10.65-10.42.0.211-443-42632-6,23-08-00,31-08-00,8,Heavy Rain,"Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",,,,,,,,,,,,,EM-DAT,2000-0534,0
10.42.0.211-10.42.0.1-7635-53-17,18-09-00,21-10-00,33,Cyclone and Flood,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2000-0610,1
172.217.3.106-10.42.0.211-443-48894-6,19-10-00,19-10-00,0,Cyclone and Flood,North 24 Parganas district (West Bengal province),,,,,,,,,,,,,EM-DAT,2000-0738,1
157.240.2.20-10.42.0.211-443-59263-6,05-06-01,22-06-01,17,Cyclone and Flood,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",,,,,,,,,,,,,EM-DAT,2001-0243,1
10.42.0.211-10.42.0.1-33412-53-17,08-07-01,10-07-01,2,Cyclone and Flood,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",,,,,,,,,,,,,EM-DAT,2001-0332,1
216.58.219.206-10.42.0.151-443-42255-17,/06/2001,/06/2001,Diffing the dates,Cyclone and Flood,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,,,,,,,,,,,EM-DAT,2001-0349,1
10.42.0.211-10.42.0.1-28692-53-17,04-07-01,16-07-01,12,Heavy Rain,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2001-0387,0
10.42.0.151-10.42.0.1-65488-53-17,/08/2001,/08/2001,Diffing the dates,Heavy Rain,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0465,0
10.42.0.211-66.231.239.122-46117-80-6,/08/2001,/08/2001,Diffing the dates,Cyclone and Flood,Delhi province,,,,,,,,,,,,,EM-DAT,2001-0502,1
172.217.9.234-10.42.0.211-443-36168-6,20-08-01,20-08-01,0,Cyclone and Flood,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0515,1
10.42.0.1-10.42.0.42-53-21000-17,/09/2001,/09/2001,Diffing the dates,Cyclone and Flood,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",,,,,,,,,,,,,EM-DAT,2001-0527,1
172.217.12.205-10.42.0.42-443-58948-6,07-09-01,24-09-01,17,Heavy Rain,"Saran, Gopalganj districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0794,0
10.42.0.151-54.239.17.113-40441-443-6,21-06-02,28-08-02,68,Heavy Rain,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",,,,,,,,,,,,,EM-DAT,2002-0374,0
10.42.0.211-108.168.176.253-35458-5222-6,11-08-02,13-08-02,2,Heavy Rain,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",,,,,,,,,,,,,EM-DAT,2002-0490,0
10.42.0.151-10.42.0.1-51159-53-17,20-08-02,20-08-02,0,Heavy Rain,Balaghat district (Madhya Pradesh province),,,,,,,,,,,,,EM-DAT,2002-0539,0
10.42.0.151-31.13.71.52-47620-443-6,03-09-02,06-09-02,3,Heavy Rain,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",,,,,,,,,,,,,EM-DAT,2002-0568,0
10.42.0.151-10.42.0.1-43317-53-17,10-10-02,16-10-02,6,Cyclone and Flood,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2002-0650,1
10.42.0.211-10.42.0.1-61773-53-17,01-10-02,01-10-02,0,Heavy Rain,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,,,,,,,,,,,,EM-DAT,2002-0729,0
180.163.15.184-10.42.0.151-80-43037-6,11-06-03,10-10-03,121,Cyclone and Flood,"Assam, Bihar, Tripura, West Bengal provinces",,,,,,,,,,,,,EM-DAT,2003-0283,1
10.42.0.42-47.89.69.217-32810-443-6,15-07-03,01-09-03,48,Cyclone and Flood,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",,,,,,,,,,,,,EM-DAT,2003-0387,1
203.205.191.22-10.42.0.211-80-43254-6,27-08-03,20-10-03,54,Cyclone and Flood,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",,,,,,,,,,,,,EM-DAT,2003-0683,1
140.205.172.65-10.42.0.211-443-38256-6,16-07-03,16-07-03,0,Heavy Rain,Kullu district (Himachal Pradesh province),,,,,,,,,,,,,EM-DAT,2003-0719,0
180.76.147.97-10.42.0.42-80-42794-6,07-08-03,07-08-03,0,Cyclone and Flood,"Solang village (Kullu district, Himachal Pradesh)",,,,,,,,,,,,,EM-DAT,2003-0720,1
10.42.0.211-98.139.199.205-44423-443-6,10-09-03,10-09-03,0,Heavy Rain,Uttar Pradesh province,,,,,,,,,,,,,EM-DAT,2003-0775,0
192.229.173.173-10.42.0.211-443-49223-6,10-04-04,14-04-04,4,Cyclone and Flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",,,,,,,,,,,,,EM-DAT,2004-0178,1
172.217.10.106-10.42.0.42-443-43601-6,20-06-04,/08/2004,Diffing the dates,Heavy Rain,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",,,,,,,,,,,,,EM-DAT,2004-0298,0
172.217.12.142-10.42.0.211-443-59996-6,09-06-04,11-06-04,2,Cyclone and Flood,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2004-0321,1
10.42.0.151-10.42.0.1-35673-53-17,20-09-04,22-09-04,2,Heavy Rain,"Uttar Pradesh, Himachal Pradesh provinces",,,,,,,,,,,,,EM-DAT,2004-0489,0
172.217.9.238-10.42.0.211-443-41479-6,07-10-04,18-10-04,11,Heavy Rain,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",,,,,,,,,,,,,EM-DAT,2004-0509,0
10.42.0.151-23.101.116.26-59471-443-6,01-08-04,08-09-04,38,Cyclone and Flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",,,,,,,,,,,,,EM-DAT,2004-0734,1
180.149.138.210-10.42.0.211-80-36921-6,27-05-05,27-05-05,0,Heavy Rain,Mokokchung district (Nagaland province),,,,,,,,,,,,,EM-DAT,2005-0314,0
10.42.0.211-104.193.88.109-35019-80-6,28-06-05,15-07-05,17,Cyclone and Flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",,,,,,,,,,,,,EM-DAT,2005-0335,1
10.42.0.151-104.254.66.16-56907-80-6,09-07-05,09-07-05,0,Cyclone and Flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",,,,,,,,,,,,,EM-DAT,2005-0354,1
180.149.138.210-10.42.0.211-80-58997-6,26-06-05,29-06-05,3,Heavy Rain,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",,,,,,,,,,,,,EM-DAT,2005-0361,0
10.42.0.42-37.1.204.175-53994-80-6,07-07-05,28-07-05,21,Heavy Rain,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",,,,,,,,,,,,,EM-DAT,2005-0375,0
10.42.0.211-52.6.99.186-48926-443-6,02-07-05,15-07-05,13,Cyclone and Flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0398,1
172.217.10.138-10.42.0.211-443-42910-6,10-07-05,10-07-05,0,Heavy Rain,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0399,0
203.205.128.137-10.42.0.211-80-57510-6,24-07-05,05-08-05,12,Cyclone and Flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",,,,,,,,,,,,,EM-DAT,2005-0409,1
172.217.12.206-10.42.0.151-443-55599-6,26-08-05,28-08-05,2,Heavy Rain,Azamgarh district (Uttar Pradesh province),,,,,,,,,,,,,EM-DAT,2005-0471,0
10.42.0.211-10.42.0.1-43923-53-17,23-07-05,16-08-05,24,Cyclone and Flood,"Karnataka, Andhra Pradesh provinces",,,,,,,,,,,,,EM-DAT,2005-0504,1
10.42.0.211-104.192.110.245-33583-443-6,16-09-05,19-09-05,3,Heavy Rain,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",,,,,,,,,,,,,EM-DAT,2005-0539,0
172.217.3.110-10.42.0.42-443-56895-6,14-09-05,20-09-05,6,Cyclone and Flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0541,1
10.42.0.211-66.198.24.240-53428-80-6,21-10-05,24-10-05,3,Cyclone and Flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",,,,,,,,,,,,,EM-DAT,2005-0599,1
10.42.0.211-10.42.0.1-35052-53-17,22-09-05,11-10-05,19,Cyclone and Flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",,,,,,,,,,,,,EM-DAT,2005-0603,1
